a_0,a_1,g,v,id
15.089,77.1351,1,35.4799,3366
24.0687,42.1016,1,0.3537,3367
90.1544,95.4544,1,6.2186,3368
41.4788,47.566,1,1.0036,3369
97.7225,63.0674,1,4.3878,3370
61.1146,17.6508,1,12.7709,3371
26.8023,19.0502,1,11.5778,3372
29.2483,59.3249,1,2.9706,3373
70.478,63.0494,1,-11.5507,3374
29.2085,85.5055,1,17.4142,3375
73.2705,73.2697,1,-5.3768,3376
79.5601,56.351,1,9.3523,3377
95.0892,16.4182,1,18.2246,3378
46.0976,3.8909,1,-0.9915,3379
27.948,3.4273,1,6.3896,3380
30.1,55.8472,1,10.3054,3381
11.0434,45.9612,1,7.6225,3382
80.3041,79.8533,1,8.0014,3383
94.4517,61.0284,1,1.6268,3384
5.323,27.4534,1,7.0336,3385
89.5838,42.2154,1,10.0803,3386
53.0174,2.7261,1,9.6017,3387
57.863,51.2603,1,19.5217,3388
67.9923,17.7912,1,0.1745,3389
60.4584,72.8244,1,8.6375,3390
34.1728,36.4545,1,-7.359,3391
62.5435,74.3492,1,2.9756,3392
71.9338,58.2861,1,6.0548,3393
62.4659,72.831,1,5.843,3394
6.3443,0.0358,1,5.6055,3395
2.433,56.3875,1,-8.8462,3396
70.7719,88.9242,1,2.5537,3397
58.0848,66.064,1,16.737,3398
2.0968,46.3016,1,9.4875,3399
77.7759,39.3689,1,11.4841,3400
57.4695,71.0003,1,15.0183,3401
87.637,39.1073,1,10.6392,3402
0.3486,98.8624,1,13.531,3403
8.0094,55.6793,1,1.7513,3404
26.9685,7.8586,1,7.825,3405
78.0805,56.096,1,9.1056,3406
23.3299,44.0786,1,12.9901,3407
26.2575,37.8893,1,11.0376,3408
40.5035,63.7197,1,11.9786,3409
22.0367,46.3526,1,1.68,3410
48.2054,66.7057,1,6.4111,3411
74.6866,6.2455,1,12.6122,3412
72.7367,5.6839,1,13.8161,3413
10.0868,78.3636,1,3.8723,3414
14.0636,25.2142,1,25.4783,3415
36.0068,1.1928,1,-2.7036,3416
23.618,43.4134,1,-4.5824,3417
44.2717,38.3979,1,12.914,3418
12.1658,59.8389,1,12.0611,3419
40.9888,75.3083,1,1.3338,3420
82.416,75.9895,1,14.3757,3421
97.9196,98.0626,1,18.0922,3422
85.9051,67.6484,1,18.4613,3423
66.148,80.7651,1,15.7907,3424
63.4109,78.4173,1,17.2709,3425
81.2064,9.3836,1,11.281,3426
57.6551,84.6909,1,-3.1183,3427
96.133,90.3047,1,13.1963,3428
1.1266,12.9356,1,5.5972,3429
6.1953,27.7359,1,3.0757,3430
96.3712,81.5773,1,-9.4862,3431
58.3829,8.3157,1,1.9008,3432
41.0401,49.9157,1,-0.7856,3433
27.8152,10.2659,1,21.8027,3434
16.3673,30.7438,1,-3.5024,3435
0.814,55.3807,1,2.6852,3436
80.6242,52.9246,1,-12.2815,3437
92.6867,93.758,1,21.2966,3438
61.7738,11.88,1,-11.5525,3439
73.8376,54.7118,1,18.0707,3440
86.2919,30.3797,1,-0.0871,3441
72.5871,60.9071,1,-1.9082,3442
40.2449,40.8176,1,6.3751,3443
62.5533,67.7313,1,16.8315,3444
35.8559,57.1011,1,6.3029,3445
97.082,75.3703,1,15.6294,3446
69.9121,0.559,1,5.5924,3447
50.7354,93.2622,1,1.4127,3448
24.6256,14.9273,1,6.7152,3449
8.9498,40.1266,1,-1.8643,3450
88.6173,39.8287,1,18.7551,3451
86.6941,70.2681,1,2.2201,3452
76.9221,27.543,1,32.9365,3453
91.0976,82.4456,1,-7.3753,3454
84.5812,11.057,1,8.5867,3455
57.2126,17.742,1,-17.5611,3456
36.6986,71.5389,1,5.1108,3457
53.93,7.2515,1,6.5189,3458
76.4073,3.7711,1,13.8116,3459
99.7689,91.3174,1,2.5983,3460
99.5078,59.1647,1,-6.2585,3461
9.0274,79.4136,1,5.5906,3462
85.9385,50.7109,1,2.3008,3463
73.373,52.3761,1,16.6295,3464
21.2281,83.077,1,8.5048,3465
64.4487,50.2037,1,11.7932,3466
68.7958,52.3986,1,2.9701,3467
3.6228,23.4715,1,3.096,3468
29.1229,52.1474,1,-0.0374,3469
11.3341,41.0642,1,12.4594,3470
29.1761,83.8002,1,10.2167,3471
80.5059,78.1969,1,8.9281,3472
40.4604,53.6757,1,7.6895,3473
78.8174,90.313,1,7.1475,3474
87.6298,1.0393,1,3.0185,3475
81.229,1.0521,1,12.1436,3476
16.6845,53.0701,1,10.0485,3477
24.2132,20.9393,1,-3.6294,3478
29.3595,65.2701,1,-16.4886,3479
19.1541,50.6015,1,14.7907,3480
55.2495,73.4908,1,29.5402,3481
45.783,36.5152,1,9.7731,3482
31.1386,67.394,1,17.1493,3483
87.7566,26.2168,1,14.5642,3484
40.0073,48.3105,1,14.6769,3485
42.2871,36.6285,1,-2.7558,3486
56.829,7.1688,1,12.5225,3487
60.9855,12.1265,1,-7.8168,3488
26.1014,72.1827,1,6.5006,3489
66.2128,88.1347,1,32.1342,3490
10.0815,6.878,1,-6.4296,3491
20.2346,46.8258,1,15.3926,3492
34.7153,78.0096,1,-12.9826,3493
77.2451,2.3296,1,11.8934,3494
27.7506,71.1299,1,12.2791,3495
51.5661,39.1861,1,8.3398,3496
1.8898,33.5421,1,4.1814,3497
78.4622,27.3345,1,18.0404,3498
89.5673,99.6507,1,-7.6606,3499
57.7016,18.2889,1,10.9461,3500
61.6517,0.4484,1,16.0293,3501
16.886,99.7697,1,5.2572,3502
77.3317,57.0371,1,29.4069,3503
77.4977,16.7541,1,4.7928,3504
79.63,11.4924,1,8.1161,3505
86.3525,72.6307,1,17.6949,3506
20.8945,13.0335,1,-3.4456,3507
21.9814,93.864,1,2.9008,3508
26.3444,83.2108,1,1.766,3509
85.6975,97.2459,1,12.8588,3510
47.9303,54.9694,1,5.0899,3511
25.1286,66.5087,1,22.9707,3512
91.035,53.4376,1,24.2169,3513
6.1951,87.7519,1,-0.3833,3514
74.0874,46.464,1,-7.265,3515
34.3206,28.9564,1,12.2667,3516
57.5206,1.6071,1,7.2926,3517
13.6217,78.5121,1,11.554,3518
62.3944,20.3885,1,18.3406,3519
25.4125,48.2444,1,0.6387,3520
34.8993,61.9265,1,24.6665,3521
41.4854,55.8978,1,9.7876,3522
54.7696,68.4141,1,6.0633,3523
46.8908,57.7233,1,-1.8111,3524
25.753,40.8956,1,17.8945,3525
64.7318,46.0098,1,17.2506,3526
54.0051,86.1632,1,8.3141,3527
78.5534,30.3585,1,9.0688,3528
38.488,96.6936,1,14.8595,3529
23.2514,39.9797,1,2.8408,3530
21.5602,75.3056,1,10.3481,3531
43.8606,0.302,1,10.1602,3532
64.3683,70.1298,1,31.4235,3533
27.302,99.0699,1,17.992,3534
89.5708,43.9076,1,0.8352,3535
63.9845,11.6437,1,18.5339,3536
1.4425,95.9782,1,4.055,3537
80.6932,35.9686,1,13.4522,3538
78.6056,92.5969,1,-0.8748,3539
73.3106,4.898,1,4.9844,3540
89.1083,22.282,1,12.1842,3541
56.488,48.3064,1,18.5365,3542
82.3126,71.0554,1,2.4206,3543
89.7216,30.2022,1,10.4256,3544
57.2898,69.6595,1,-6.1884,3545
9.2704,13.6094,1,6.7029,3546
25.2918,73.1144,1,5.7713,3547
18.0127,83.3421,1,10.7472,3548
85.4753,33.0919,1,12.6261,3549
25.6265,38.1837,1,22.4001,3550
52.2217,73.6746,1,20.1647,3551
96.8937,3.3588,1,5.2364,3552
66.5956,32.3458,1,17.8025,3553
45.5663,20.1895,1,19.5851,3554
69.3342,2.2096,1,26.0842,3555
11.3122,55.1557,1,34.9392,3556
37.7349,78.3811,1,16.9412,3557
6.1673,25.7613,1,11.5355,3558
48.4703,1.9317,1,5.1917,3559
62.3571,58.6262,1,9.6022,3560
15.6294,23.4586,1,34.0664,3561
93.3081,4.3585,1,20.0144,3562
65.1271,42.2914,1,-3.1723,3563
18.7843,72.6612,1,-4.3172,3564
97.6609,52.8647,1,3.5635,3565
95.082,49.6722,1,0.1605,3566
52.6172,55.932,1,4.2269,3567
28.979,76.9202,1,13.2429,3568
7.8949,38.8566,1,34.353,3569
5.1026,1.6516,1,12.8556,3570
85.3197,62.5618,1,9.1074,3571
22.2743,72.4039,1,13.0077,3572
79.9959,69.0063,1,26.815,3573
82.5006,30.4733,1,16.3999,3574
24.7795,73.1405,1,-2.8515,3575
61.878,47.8124,1,26.8256,3576
64.042,56.6393,1,15.907,3577
93.7319,26.0088,1,0.6639,3578
9.8225,94.3142,1,2.8021,3579
29.126,37.4892,1,19.7283,3580
61.1035,56.0866,1,-2.8406,3581
62.8615,8.9252,1,7.8083,3582
83.8172,22.1096,1,-0.4262,3583
20.582,96.3647,1,10.1501,3584
27.6374,4.4695,1,16.8547,3585
16.6573,51.4551,1,16.4702,3586
97.487,32.6849,1,12.544,3587
52.243,74.3193,1,9.8478,3588
93.2275,67.0252,1,13.7878,3589
46.5228,73.6334,1,6.9078,3590
53.8646,32.6888,1,18.6279,3591
3.4682,45.8649,1,-0.3403,3592
78.4862,41.8878,1,15.8163,3593
55.2272,24.0019,1,19.9378,3594
63.2305,51.8392,1,19.2469,3595
85.3149,88.4643,1,7.2046,3596
78.7579,70.2922,1,6.4125,3597
53.7219,13.7255,1,8.9577,3598
36.6274,23.4838,1,4.5383,3599
85.6611,8.3798,1,10.1628,3600
85.8813,9.2894,1,22.2384,3601
1.5398,7.5098,1,7.7751,3602
99.7515,5.6845,1,8.2401,3603
98.528,81.1048,1,7.9142,3604
41.2599,54.0415,1,8.7957,3605
68.5464,86.823,1,21.2252,3606
95.593,66.3697,1,18.2159,3607
74.6609,71.0089,1,31.881,3608
14.4994,64.7865,1,8.0048,3609
11.7238,56.8861,1,11.8224,3610
59.978,95.4348,1,14.934,3611
28.2444,52.3919,1,6.3803,3612
24.5712,40.5275,1,17.1169,3613
46.5365,90.3194,1,31.1707,3614
16.828,37.2704,1,24.322,3615
58.0296,36.8519,1,6.1365,3616
88.0543,59.6526,1,21.6598,3617
78.0499,83.7943,1,18.3888,3618
29.6091,98.9821,1,15.3833,3619
11.8486,10.4659,1,16.1915,3620
51.1985,57.7592,1,16.8869,3621
87.6753,69.3412,1,23.5903,3622
19.7709,63.2714,1,19.8987,3623
93.4759,72.1887,1,7.4355,3624
45.5738,19.7946,1,5.7997,3625
86.2323,50.048,1,10.9987,3626
57.0836,82.9905,1,16.3794,3627
77.4526,32.1365,1,19.9759,3628
92.7078,76.2163,1,12.6639,3629
70.5895,73.7052,1,-4.8036,3630
64.2826,15.6774,1,8.5112,3631
16.7956,98.329,1,8.0184,3632
77.2396,3.0007,1,-0.2049,3633
16.9614,39.1746,1,9.0783,3634
92.4497,11.3763,1,24.2651,3635
26.2359,68.3327,1,7.0976,3636
95.8148,90.8573,1,28.2422,3637
89.1364,49.9984,1,3.1745,3638
86.9792,72.0361,1,12.9532,3639
29.4162,88.8188,1,16.0459,3640
89.1313,78.5702,1,12.3147,3641
6.4434,36.4599,1,9.8354,3642
39.7301,84.4808,1,18.074,3643
20.2298,96.2333,1,15.3116,3644
37.2596,22.2809,1,6.1045,3645
37.3515,36.5872,1,10.1816,3646
43.8647,51.7126,1,12.665,3647
67.6752,38.6068,1,13.6752,3648
31.1916,35.5152,1,2.7706,3649
27.0955,96.2915,1,9.658,3650
36.6412,81.1916,1,6.7782,3651
7.2946,20.2034,1,14.1101,3652
98.9918,42.0428,1,29.6065,3653
60.5057,17.3755,1,8.5901,3654
16.5551,77.5336,1,10.5024,3655
40.5227,55.7032,1,21.3647,3656
21.9821,73.2551,1,25.4796,3657
24.634,84.6549,1,5.2252,3658
15.4111,33.3223,1,0.5131,3659
34.8973,31.3191,1,18.4092,3660
15.7713,38.9495,1,3.9062,3661
97.5199,62.9498,1,-5.4529,3662
59.4,4.6963,1,11.582,3663
23.5289,98.8326,1,-0.7883,3664
1.0119,47.4785,1,16.429,3665
23.9853,13.0689,1,6.7674,3666
69.6794,66.3562,1,1.8882,3667
69.9213,4.9653,1,-3.4376,3668
92.5624,72.0795,1,-1.5653,3669
82.0522,45.541,1,6.071,3670
86.1972,69.6677,1,-3.399,3671
79.6085,73.1073,1,18.4126,3672
61.3474,24.9191,1,16.7429,3673
8.3549,10.5429,1,27.6803,3674
16.7746,54.9879,1,-0.4946,3675
75.2047,71.1442,1,8.5127,3676
14.2154,30.0599,1,7.7815,3677
27.6973,44.0039,1,-3.7827,3678
96.4779,83.2401,1,-6.2552,3679
67.2482,55.2547,1,-2.355,3680
50.5885,31.6901,1,10.8224,3681
54.0836,77.6997,1,-0.8696,3682
96.5734,81.6619,1,-2.5501,3683
10.8307,62.3988,1,14.4198,3684
81.292,96.6274,1,5.6012,3685
20.4972,24.6793,1,5.0603,3686
67.9129,63.6474,1,-0.4128,3687
37.1814,76.7992,1,6.193,3688
59.3652,40.8773,1,19.7505,3689
18.8308,90.529,1,8.6419,3690
40.7662,9.5124,1,14.6879,3691
63.9882,76.8819,1,3.9724,3692
71.3704,20.4551,1,1.5155,3693
34.6958,62.5896,1,11.2959,3694
15.0651,27.2223,1,3.9676,3695
93.2328,92.9742,1,8.0221,3696
97.5837,5.5311,1,1.2525,3697
31.0259,61.9374,1,-8.4515,3698
66.9486,12.9223,1,14.5728,3699
7.0936,92.3167,1,1.0113,3700
63.4448,28.0409,1,16.3045,3701
84.0619,61.1327,1,4.4185,3702
38.2025,18.3811,1,-2.811,3703
8.9175,16.1053,1,12.4005,3704
53.7731,14.1268,1,9.0326,3705
67.1972,85.5946,1,10.639,3706
81.8476,33.5516,1,5.1323,3707
9.2128,92.5047,1,2.7809,3708
25.9489,34.9243,1,20.7573,3709
58.3436,14.4939,1,26.7768,3710
82.6345,77.4429,1,0.3465,3711
41.0508,15.2505,1,-1.3461,3712
70.6643,85.7907,1,7.67,3713
61.7677,83.9576,1,13.9645,3714
98.3196,15.5942,1,10.5426,3715
51.8543,0.5461,1,6.5828,3716
12.4055,6.1703,1,19.7167,3717
60.0695,17.4581,1,-26.0881,3718
29.5927,18.8938,1,3.1749,3719
62.1345,34.7542,1,19.741,3720
33.7326,8.7829,1,18.3027,3721
86.3253,87.8176,1,11.0928,3722
94.0809,50.0936,1,8.9956,3723
10.5475,46.2453,1,20.854,3724
28.9737,13.6972,1,7.7652,3725
83.4571,33.6804,1,13.5772,3726
99.618,16.6296,1,7.2321,3727
82.0359,41.8055,1,8.7693,3728
21.0249,99.4639,1,8.6815,3729
20.7251,46.1826,1,28.6331,3730
75.7073,31.5426,1,7.2948,3731
22.7301,47.1245,1,11.5661,3732
24.7509,65.4363,1,1.9501,3733
97.5605,26.0254,1,24.9546,3734
95.7547,82.5145,1,6.838,3735
31.19,11.6439,1,19.1849,3736
78.0847,76.5495,1,20.5224,3737
39.1391,50.3777,1,9.8578,3738
66.0227,90.2536,1,15.5493,3739
32.9475,70.4668,1,5.1206,3740
37.0007,57.9968,1,6.493,3741
73.1791,66.9081,1,-0.1069,3742
45.59,83.9673,1,5.4936,3743
97.738,72.8412,1,4.1071,3744
76.6732,36.9347,1,36.0312,3745
27.7731,66.1346,1,7.8178,3746
18.1958,67.3516,1,-1.6846,3747
11.5765,84.5562,1,4.4254,3748
73.382,53.9637,1,-5.0691,3749
14.1421,82.6737,1,15.4197,3750
71.6454,76.3814,1,-2.7345,3751
38.4005,11.9604,1,7.8862,3752
90.5524,12.6204,1,-0.0959,3753
68.5719,4.5649,1,11.6676,3754
73.5671,98.4923,1,14.5234,3755
51.0897,56.4463,1,19.3843,3756
16.4371,40.4491,1,9.0907,3757
21.0253,45.602,1,15.5369,3758
49.7217,22.4042,1,9.2821,3759
3.3986,3.9853,1,3.2026,3760
4.9345,56.0329,1,1.4877,3761
88.9846,51.8017,1,-8.9743,3762
69.2099,81.4577,1,8.5193,3763
9.6215,41.2522,1,17.1931,3764
80.0885,58.0674,1,-8.221,3765
14.7004,5.8639,1,14.717,3766
74.3898,72.4351,1,21.8858,3767
0.9173,53.3939,1,0.3589,3768
6.3989,37.1959,1,2.367,3769
29.2672,17.1314,1,-7.8884,3770
45.0343,10.5439,1,15.0492,3771
55.3128,49.4367,1,8.5089,3772
92.1576,81.2795,1,-2.5558,3773
7.0426,22.0399,1,27.7975,3774
76.3484,56.7758,1,2.9954,3775
33.1688,27.1197,1,16.846,3776
39.2846,40.6385,1,3.5736,3777
66.3962,73.9137,1,15.1387,3778
19.6913,97.8425,1,10.9667,3779
87.5885,38.0185,1,11.6221,3780
15.1677,21.4865,1,0.1368,3781
18.867,10.7054,1,7.8404,3782
99.4246,70.9795,1,8.5727,3783
41.4003,59.5942,1,5.1413,3784
59.3875,14.0605,1,20.6808,3785
23.1558,46.9234,1,1.814,3786
54.8865,98.8685,1,4.7648,3787
28.5026,37.1984,1,11.6497,3788
77.4019,64.0658,1,3.9502,3789
40.3837,69.7832,1,11.098,3790
54.2157,60.2772,1,12.0534,3791
91.22,55.5415,1,5.8449,3792
53.8664,40.7504,1,-4.6467,3793
94.7885,49.5594,1,-4.2221,3794
20.7846,37.4861,1,-7.6959,3795
94.9952,56.6916,1,-5.1656,3796
3.5092,85.0568,1,20.8809,3797
70.0382,59.5454,1,9.657,3798
62.6791,79.0035,1,3.0364,3799
29.3594,16.5243,1,13.7806,3800
70.5803,76.5945,1,8.3096,3801
60.4885,56.8366,1,21.482,3802
49.9759,7.365,1,10.5057,3803
48.1248,34.7276,1,25.8127,3804
9.3462,61.0675,1,4.6043,3805
53.3678,56.3596,1,10.6402,3806
49.4906,33.9281,1,5.5403,3807
45.6312,14.6146,1,4.707,3808
97.8413,91.9314,1,16.7777,3809
14.0904,76.9959,1,10.4505,3810
32.5634,23.2214,1,13.9447,3811
47.3782,76.1133,1,20.0851,3812
23.8442,92.945,1,3.1173,3813
8.2316,77.5507,1,28.9728,3814
85.8582,34.1983,1,19.1314,3815
3.1009,14.0065,1,-13.902,3816
75.1093,38.0643,1,-10.0368,3817
51.205,10.7453,1,20.9338,3818
83.9901,53.8682,1,15.6015,3819
62.7545,88.1638,1,14.9586,3820
19.5059,97.425,1,5.3005,3821
28.3082,69.3255,1,13.893,3822
41.7542,26.317,1,3.2668,3823
12.9014,16.9588,1,5.0992,3824
38.5602,42.1315,1,-4.6116,3825
40.2926,54.2418,1,1.7825,3826
79.8393,2.6037,1,17.1067,3827
1.4787,92.0982,1,25.8015,3828
91.9419,29.2185,1,7.893,3829
50.0729,29.1524,1,10.0701,3830
54.5382,58.1469,1,7.942,3831
85.8952,71.7256,1,20.585,3832
1.3033,49.8115,1,21.2678,3833
93.0413,34.3518,1,-4.8121,3834
44.4846,15.5038,1,15.0223,3835
90.9559,62.566,1,13.7561,3836
13.8273,5.2542,1,15.9983,3837
16.6331,18.321,1,5.4274,3838
8.2776,6.1985,1,-0.9812,3839
23.0011,77.2739,1,2.102,3840
76.9698,93.1893,1,20.5609,3841
56.9036,33.9837,1,10.3633,3842
99.1439,5.99,1,24.0941,3843
12.368,57.3588,1,11.9568,3844
9.3189,19.9976,1,15.879,3845
90.5219,24.5019,1,-1.7231,3846
27.5267,31.2828,1,8.5564,3847
54.5189,36.8473,1,10.3212,3848
80.3362,56.1373,1,19.8811,3849
91.6651,72.1526,1,13.0951,3850
56.4321,12.5381,1,21.6463,3851
73.7958,78.5868,1,2.3489,3852
91.8217,7.6462,1,10.2854,3853
61.5971,95.0139,1,13.2087,3854
31.4188,48.7966,1,7.1165,3855
97.4032,55.9716,1,5.7302,3856
55.5431,53.2438,1,17.8297,3857
2.5518,74.0345,1,11.4948,3858
35.8505,90.4107,1,12.4089,3859
3.658,17.7716,1,12.4586,3860
56.0914,57.9236,1,6.7997,3861
18.4798,50.7035,1,-0.5745,3862
20.4243,57.0275,1,15.1079,3863
44.2557,76.7917,1,30.0419,3864
20.3859,91.6923,1,24.9441,3865
92.9004,79.6274,1,10.4858,3866
62.83,2.6886,1,11.9009,3867
70.0072,12.5678,1,9.3675,3868
70.8758,29.0484,1,-3.1877,3869
5.7335,33.6212,1,25.2446,3870
46.2144,56.759,1,17.2975,3871
72.5179,33.0636,1,8.9943,3872
27.1305,14.3971,1,11.4806,3873
4.866,73.3654,1,11.0606,3874
93.883,20.6522,1,19.3957,3875
75.0888,9.5338,1,19.8355,3876
11.7165,93.6563,1,6.6246,3877
27.6713,25.3589,1,14.2765,3878
62.9018,85.206,1,-12.963,3879
46.4477,15.3962,1,31.5175,3880
17.4525,50.0263,1,-0.4911,3881
19.683,8.863,1,9.8355,3882
58.4366,13.7679,1,-8.2194,3883
9.1249,89.204,1,9.2878,3884
2.5057,31.0986,1,11.2401,3885
85.3363,68.1459,1,34.2118,3886
74.3071,89.4262,1,1.472,3887
23.4472,43.6096,1,18.6575,3888
49.2504,68.9217,1,-3.2515,3889
64.1297,10.8798,1,3.3997,3890
5.2668,1.7848,1,14.0235,3891
5.3356,69.1031,1,28.5778,3892
4.8733,55.996,1,26.7967,3893
25.7361,84.3106,1,-0.2647,3894
33.3119,22.1752,1,22.9358,3895
25.7134,85.6763,1,10.5031,3896
33.2615,41.4457,1,9.9797,3897
1.772,34.0575,1,12.5454,3898
62.6433,18.3834,1,10.1422,3899
25.5708,70.0805,1,13.6178,3900
11.2397,49.7047,1,-2.6346,3901
65.5072,21.9995,1,5.7373,3902
73.7258,66.8685,1,10.4408,3903
64.8576,62.2785,1,-4.804,3904
72.2674,15.9561,1,-4.137,3905
64.7403,90.5575,1,-1.2728,3906
90.2425,82.661,1,-7.9614,3907
97.1573,86.5139,1,7.7092,3908
23.0168,56.8693,1,13.1738,3909
98.6946,98.4456,1,21.0298,3910
61.7523,78.5138,1,9.9845,3911
52.6175,64.5543,1,23.2303,3912
40.0383,87.8054,1,15.5931,3913
24.6683,20.7938,1,17.1538,3914
95.5612,43.6822,1,15.8,3915
8.0295,5.3706,1,7.5687,3916
7.2342,9.3137,1,22.7192,3917
69.8285,9.971,1,9.6172,3918
55.7029,51.9283,1,3.0976,3919
30.3579,94.4899,1,2.1321,3920
80.2312,4.1081,1,5.9555,3921
33.0662,40.1403,1,17.9446,3922
8.1145,17.4879,1,16.5538,3923
67.8708,3.565,1,20.8989,3924
31.6104,94.9357,1,8.1076,3925
54.4985,0.8591,1,-5.7779,3926
64.3701,12.6626,1,5.7182,3927
48.831,66.3888,1,8.611,3928
28.6315,74.7258,1,19.3486,3929
2.6091,60.4239,1,7.1048,3930
23.5437,27.3941,1,2.4554,3931
87.1091,28.6564,1,8.6542,3932
11.4652,64.7034,1,21.9784,3933
68.9766,16.7401,1,21.3278,3934
27.4066,31.6411,1,31.0587,3935
76.5612,24.5725,1,-6.2978,3936
97.5231,28.0853,1,13.9787,3937
4.061,89.6562,1,20.6753,3938
18.9423,72.2417,1,16.4145,3939
99.4541,55.9376,1,15.3024,3940
76.4414,31.4286,1,19.6353,3941
60.6876,33.0307,1,16.5344,3942
24.2051,84.1874,1,9.6969,3943
48.7729,48.1512,1,2.6689,3944
76.5204,51.9564,1,-1.7792,3945
23.8289,5.6265,1,2.2677,3946
67.977,33.5649,1,18.6743,3947
68.9726,85.8408,1,-11.6588,3948
5.3889,84.262,1,13.052,3949
33.1351,1.5646,1,-6.8683,3950
49.468,53.4419,1,18.6751,3951
50.4084,29.5181,1,4.0419,3952
86.5409,1.6879,1,-2.8253,3953
89.8869,99.8657,1,5.4379,3954
27.2216,2.5269,1,11.798,3955
32.9177,89.4073,1,7.6516,3956
62.6864,49.2792,1,4.8396,3957
25.9131,2.8448,1,1.1219,3958
77.9725,48.4573,1,7.9554,3959
49.5164,40.6117,1,20.4852,3960
50.1812,54.3331,1,5.7055,3961
35.7271,91.3175,1,20.4953,3962
17.4844,65.6743,1,-3.7683,3963
11.7411,2.6288,1,29.1385,3964
15.141,53.5337,1,43.7201,3965
72.9735,38.8129,1,-1.4744,3966
62.6051,44.8232,1,21.7081,3967
12.1523,62.7559,1,11.9643,3968
2.3537,73.3875,1,1.624,3969
41.718,4.9322,1,8.2778,3970
71.0278,80.8826,1,7.0422,3971
84.1268,33.61,1,26.8583,3972
60.1498,93.582,1,15.158,3973
57.0918,1.2879,1,5.0207,3974
96.7448,78.8881,1,-1.6884,3975
65.4864,73.449,1,5.5431,3976
54.9766,78.4538,1,7.2562,3977
67.1504,91.5207,1,-2.4308,3978
82.1258,21.6903,1,-5.0455,3979
78.0993,70.7186,1,21.0521,3980
22.8514,88.0279,1,21.84,3981
22.5559,24.2497,1,9.1369,3982
83.28,72.716,1,19.1173,3983
59.5476,51.4768,1,18.7175,3984
53.559,62.8546,1,1.7457,3985
68.245,79.9921,1,10.4502,3986
34.7214,69.0221,1,10.7705,3987
46.2259,33.1247,1,-14.7717,3988
91.4163,73.3505,1,15.1045,3989
59.5755,30.374,1,7.7159,3990
17.1017,73.6895,1,13.2245,3991
32.8295,77.6563,1,19.9191,3992
15.155,61.1731,1,23.4583,3993
2.8879,0.7337,1,11.1256,3994
54.3479,76.9442,1,11.392,3995
9.3378,2.8083,1,29.0625,3996
16.4831,36.9312,1,1.7883,3997
67.3537,42.3131,1,9.3644,3998
1.0623,79.191,1,17.3992,3999
15.3655,76.3785,1,14.6639,4000
82.0191,80.1873,2,15.0034,4001
91.8921,69.0762,2,8.9576,4002
12.0422,97.7203,2,13.5735,4003
67.1868,24.1896,2,13.0805,4004
11.1508,92.9737,2,14.8464,4005
31.1698,61.8557,2,5.6605,4006
56.4613,87.0379,2,-2.234,4007
92.5969,18.6682,2,3.4969,4008
1.5805,33.1642,2,23.2393,4009
46.2114,6.5731,2,3.3563,4010
45.6549,3.4301,2,12.3715,4011
47.6575,77.8102,2,16.4835,4012
11.454,70.9604,2,-5.164,4013
1.2292,94.1432,2,9.0805,4014
9.2529,39.617,2,19.5734,4015
29.2542,24.5531,2,21.6832,4016
11.9424,81.7211,2,12.0827,4017
79.9702,39.0635,2,17.4757,4018
69.4158,78.3924,2,18.739,4019
22.3805,81.7792,2,1.2555,4020
58.9624,55.7531,2,17.8458,4021
59.8766,35.8974,2,21.5487,4022
74.1617,45.1452,2,11.6822,4023
90.8459,82.215,2,25.0703,4024
33.7482,76.9812,2,10.5109,4025
15.1077,37.7292,2,8.3663,4026
69.4671,36.2351,2,7.3467,4027
10.5557,85.1385,2,22.2923,4028
94.8403,74.5438,2,-3.3218,4029
74.9453,75.7672,2,6.8958,4030
41.8653,13.4993,2,10.0527,4031
53.1482,77.5133,2,12.0483,4032
13.1868,71.8247,2,-1.0052,4033
27.1531,4.7896,2,14.9507,4034
92.8246,87.3443,2,6.8377,4035
56.5158,40.1579,2,10.513,4036
53.6546,42.6901,2,29.0412,4037
7.7109,20.1646,2,16.64,4038
74.0414,57.1087,2,7.1025,4039
45.2367,66.0914,2,2.4701,4040
66.9854,81.605,2,26.5726,4041
79.2517,33.8856,2,-5.1156,4042
27.344,89.3567,2,18.4452,4043
50.7574,47.5776,2,15.4613,4044
57.0849,92.4712,2,14.5546,4045
26.1737,98.6514,2,12.2985,4046
60.0809,78.2375,2,12.1317,4047
82.0493,57.088,2,-2.5472,4048
55.0832,4.2608,2,4.2776,4049
17.5056,5.828,2,20.6082,4050
98.2849,22.9377,2,-2.1002,4051
80.0891,99.1015,2,6.6528,4052
48.6403,9.9979,2,15.4339,4053
8.9928,12.0773,2,13.8786,4054
89.4668,98.1168,2,16.853,4055
75.1112,80.547,2,18.9586,4056
13.2633,60.5056,2,8.2045,4057
68.7864,18.9891,2,37.5949,4058
73.9091,4.1613,2,17.856,4059
72.7394,99.5314,2,11.9336,4060
45.4592,62.2924,2,17.6436,4061
21.3993,83.4739,2,-4.4018,4062
60.0983,7.2598,2,3.7467,4063
42.575,20.683,2,6.2915,4064
14.8314,27.4581,2,14.3641,4065
97.1559,86.1505,2,13.4707,4066
99.9349,69.2513,2,5.3518,4067
79.2148,20.6293,2,8.5115,4068
