a_0,a_1,a_2,g,v,id
86.9792,72.0361,17.7683,1,12.4506,2729
88.8188,89.1313,78.5702,1,17.9793,2730
98.8703,2.6566,6.4434,1,3.3641,2731
84.4808,9.261,37.3126,1,17.5652,2732
20.2298,96.2333,37.2596,1,11.9804,2733
7.322,37.3515,36.5872,1,21.4789,2734
43.8647,51.7126,15.0146,1,22.2733,2735
38.6068,31.1916,35.5152,1,18.6737,2736
50.7524,23.0416,27.0955,1,19.2954,2737
81.1916,35.5811,12.7475,1,7.794,2738
7.2946,20.2034,98.9918,1,-16.2459,2739
85.5145,60.5057,17.3755,1,24.3369,2740
16.5551,77.5336,24.2969,1,-0.0821,2741
55.7032,21.9821,73.2551,1,11.5055,2742
95.2381,73.0742,24.634,1,13.2984,2743
33.3223,38.4573,55.2277,1,5.2467,2744
34.8973,31.3191,15.7713,1,-1.7651,2745
74.8327,97.5199,62.9498,1,19.7959,2746
59.4,4.6963,77.3173,1,3.0608,2747
98.8326,1.0119,47.4785,1,12.3449,2748
92.585,22.8107,23.9853,1,20.5267,2749
66.3562,66.3561,70.825,1,21.3074,2750
69.9213,4.9653,92.5624,1,7.6873,2751
52.5726,82.0522,45.541,1,-2.4618,2752
86.1972,69.6677,41.077,1,5.993,2753
73.1073,61.3474,24.9191,1,-7.3768,2754
19.2012,83.309,8.3549,1,14.7783,2755
54.9879,52.2406,42.9785,1,13.7271,2756
75.2047,71.1442,14.2154,1,4.9799,2757
62.259,27.6973,44.0039,1,25.2547,2758
96.4779,83.2401,60.3436,1,20.6059,2759
55.2547,50.5885,31.6901,1,-0.5242,2760
76.202,44.7952,54.0836,1,14.3851,2761
81.6619,44.6109,58.7367,1,-15.6026,2762
10.8307,62.3988,81.292,1,23.8651,2763
19.6477,20.4972,24.6793,1,7.0171,2764
67.9129,63.6474,55.5785,1,0.6732,2765
76.7992,59.3652,40.8773,1,12.4484,2766
97.7974,38.4043,18.8308,1,18.4749,2767
9.5124,85.5204,25.289,1,4.2631,2768
63.9882,76.8819,71.3704,1,13.202,2769
30.8112,34.6958,62.5896,1,20.9066,2770
15.0651,27.2223,55.0426,1,19.55,2771
92.9742,97.5837,5.5311,1,31.1522,2772
67.9542,87.5678,31.0259,1,-0.8872,2773
12.9223,82.49,39.8623,1,-0.1435,2774
7.0936,92.3167,63.4448,1,6.053,2775
29.8478,84.0619,61.1327,1,30.4062,2776
38.2025,18.3811,47.052,1,6.1167,2777
16.1053,53.7731,14.1268,1,8.1025,2778
40.7089,0.6698,67.1972,1,21.4092,2779
33.5516,65.558,31.5491,1,-4.5294,2780
9.2128,92.5047,25.9489,1,6.5606,2781
86.2743,58.3436,14.4939,1,14.7816,2782
82.6345,77.4429,63.7801,1,5.0649,2783
15.2505,70.6643,85.7907,1,0.9809,2784
33.4566,10.0333,61.7677,1,25.2534,2785
15.5942,77.5062,5.8103,1,-14.1776,2786
51.8543,0.5461,12.4055,1,26.4025,2787
99.9073,60.0695,17.4581,1,16.6982,2788
29.5927,18.8938,34.7271,1,-3.9228,2789
34.7542,33.7326,8.7829,1,9.383,2790
2.0828,29.5768,86.3253,1,27.1458,2791
50.0936,26.4686,44.7937,1,-6.4748,2792
10.5475,46.2453,28.9737,1,15.9312,2793
8.5111,83.4571,33.6804,1,16.898,2794
99.618,16.6296,56.6588,1,27.7993,2795
41.8055,21.0249,99.4639,1,15.1521,2796
26.1243,82.5293,20.7251,1,-6.341,2797
31.5426,41.648,4.7678,1,13.9964,2798
22.7301,47.1245,24.7509,1,4.9533,2799
76.3594,97.5605,26.0254,1,2.6375,2800
95.7547,82.5145,30.2768,1,3.8429,2801
11.6439,78.0847,76.5495,1,16.0708,2802
99.7849,42.5186,39.1391,1,-4.6892,2803
90.2536,88.5209,23.892,1,9.6513,2804
32.9475,70.4668,37.0007,1,-3.5404,2805
43.574,73.1791,66.9081,1,2.5597,2806
45.59,83.9673,64.6096,1,11.6326,2807
72.8412,76.6732,36.9347,1,37.4795,2808
98.6689,96.7022,27.7731,1,6.6494,2809
67.3516,57.0848,56.7437,1,4.6202,2810
11.5765,84.5562,73.382,1,-0.5176,2811
72.259,14.1421,82.6737,1,7.3251,2812
71.6454,76.3814,52.6179,1,0.9739,2813
11.9604,90.5524,12.6204,1,6.0714,2814
47.3946,40.758,68.5719,1,25.6465,2815
98.4923,17.8515,41.8783,1,14.615,2816
51.0897,56.4463,16.4371,1,3.3686,2817
14.5655,21.0253,45.602,1,14.5377,2818
49.7217,22.4042,73.3254,1,10.6808,2819
3.9853,4.9345,56.0329,1,12.54,2820
68.2883,88.4954,88.9846,1,-5.2509,2821
81.4577,28.2311,23.6368,1,8.2661,2822
9.6215,41.2522,80.0885,1,0.2993,2823
82.9883,14.7004,5.8639,1,4.6134,2824
74.3898,72.4351,89.1536,1,9.5001,2825
53.3939,6.3989,37.1959,1,8.7378,2826
68.5811,84.9122,29.2672,1,15.1912,2827
10.5439,95.4298,12.9413,1,19.6303,2828
55.3128,49.4367,92.1576,1,13.5538,2829
90.6707,7.0426,22.0399,1,1.465,2830
76.3484,56.7758,37.6823,1,3.4167,2831
27.1197,39.2846,40.6385,1,16.1041,2832
39.2648,28.7182,66.3962,1,9.5483,2833
97.8425,16.4463,1.7671,1,3.3928,2834
87.5885,38.0185,15.1677,1,12.7071,2835
39.9346,18.867,10.7054,1,22.063,2836
99.4246,70.9795,70.4527,1,17.5214,2837
59.5942,59.3875,14.0605,1,17.0934,2838
89.5924,59.564,23.1558,1,-2.3823,2839
98.8685,45.1415,13.9848,1,12.4239,2840
28.5026,37.1984,77.4019,1,2.8381,2841
17.2239,40.3837,69.7832,1,1.2695,2842
54.2157,60.2772,82.3052,1,27.694,2843
55.5415,53.8664,40.7504,1,23.1705,2844
62.2659,87.5566,94.7885,1,3.1762,2845
37.4861,61.2769,93.3842,1,10.1889,2846
94.9952,56.6916,3.5092,1,29.2222,2847
44.7091,70.0382,59.5454,1,-16.2596,2848
62.6791,79.0035,42.0839,1,8.9851,2849
16.5243,70.5803,76.5945,1,18.2755,2850
27.3263,49.0066,60.4885,1,-0.7007,2851
7.365,24.4912,71.392,1,5.0982,2852
48.1248,34.7276,9.3462,1,1.2038,2853
13.7237,53.3678,56.3596,1,2.6601,2854
49.4906,33.9281,63.8566,1,12.5436,2855
14.6146,97.8413,91.9314,1,20.7427,2856
1.0564,20.6024,14.0904,1,11.1103,2857
23.2214,19.0659,44.3645,1,1.193,2858
47.3782,76.1133,23.8442,1,17.7119,2859
86.954,8.2316,77.5507,1,6.3385,2860
85.8582,34.1983,80.8079,1,12.4392,2861
14.0065,75.1093,38.0643,1,9.4083,2862
42.0498,92.6104,51.205,1,24.942,2863
53.8682,11.5323,24.4079,1,21.9636,2864
62.7545,88.1638,19.5059,1,19.8112,2865
16.9896,28.3082,69.3255,1,8.3986,2866
41.7542,26.317,60.0136,1,8.5962,2867
16.9588,38.5602,42.1315,1,15.0651,2868
58.1536,75.4664,40.2926,1,-7.2647,2869
2.6037,18.2734,77.7085,1,5.2864,2870
1.4787,92.0982,91.9419,1,6.9391,2871
2.1977,50.0729,29.1524,1,21.2763,2872
54.5382,58.1469,28.0562,1,-8.4423,2873
71.7256,1.3033,49.8115,1,17.1841,2874
85.3502,82.3036,93.0413,1,3.9857,2875
15.5038,10.2201,17.8529,1,19.0294,2876
90.9559,62.566,13.8273,1,30.1416,2877
24.7566,16.6331,18.321,1,16.9019,2878
8.2776,6.1985,59.9235,1,4.1351,2879
77.2739,76.9698,93.1893,1,5.7717,2880
0.5473,42.7833,56.9036,1,-6.507,2881
5.99,2.1956,63.6642,1,36.0698,2882
12.368,57.3588,9.3189,1,15.7627,2883
57.6824,90.5219,24.5019,1,27.7264,2884
27.5267,31.2828,46.5159,1,22.5236,2885
36.8473,80.3362,56.1373,1,10.8571,2886
4.8312,41.496,91.6651,1,7.706,2887
12.5381,90.7491,62.1247,1,-2.6849,2888
73.7958,78.5868,91.8217,1,16.505,2889
5.0562,61.5971,95.0139,1,13.3901,2890
31.4188,48.7966,65.5466,1,29.1917,2891
55.9716,55.5431,53.2438,1,29.0226,2892
3.0024,27.2174,2.5518,1,9.4287,2893
90.4107,12.6624,5.7517,1,0.5945,2894
3.658,17.7716,56.0914,1,-3.695,2895
45.6821,18.4798,50.7035,1,2.5565,2896
20.4243,57.0275,21.0283,1,17.9829,2897
76.7917,20.3859,91.6923,1,2.7094,2898
0.5172,67.3004,92.9004,1,14.0331,2899
2.6886,94.888,1.9867,1,-3.4784,2900
70.0072,12.5678,70.8758,1,7.6081,2901
86.8869,5.7335,33.6212,1,19.1997,2902
46.2144,56.759,97.8202,1,11.2481,2903
33.0636,27.1305,14.3971,1,26.024,2904
9.8931,1.6449,4.866,1,7.5763,2905
20.6522,12.8638,60.3501,1,-13.5148,2906
75.0888,9.5338,11.7165,1,18.6513,2907
13.7921,27.6713,25.3589,1,6.3567,2908
62.9018,85.206,38.0171,1,21.1649,2909
15.3962,17.4525,50.0263,1,9.5035,2910
50.2495,42.3312,19.683,1,21.2489,2911
13.7679,50.6218,81.0293,1,17.0037,2912
9.1249,89.204,2.5057,1,7.2178,2913
94.7068,85.3363,68.1459,1,16.9018,2914
74.3071,89.4262,37.3801,1,2.7604,2915
43.6096,49.2504,68.9217,1,8.9872,2916
57.3547,66.5738,64.1297,1,12.5504,2917
1.7848,21.6055,83.5792,1,12.0776,2918
5.3356,69.1031,4.8733,1,-10.5345,2919
85.5933,25.7361,84.3106,1,1.8758,2920
33.3119,22.1752,0.6187,1,2.9709,2921
85.6763,33.2615,41.4457,1,6.8314,2922
25.1269,3.1878,1.772,1,2.4378,2923
18.3834,24.3748,6.3442,1,21.8214,2924
25.5708,70.0805,11.2397,1,-2.6666,2925
58.894,65.5072,21.9995,1,10.235,2926
73.7258,66.8685,75.4737,1,2.7204,2927
62.2785,72.2674,15.9561,1,-2.4964,2928
60.7135,80.4981,64.7403,1,27.8869,2929
82.661,52.019,80.5884,1,-2.0617,2930
97.1573,86.5139,23.0168,1,3.8406,2931
48.2447,98.6946,98.4456,1,7.1632,2932
61.7523,78.5138,25.0187,1,-0.589,2933
64.5543,40.0383,87.8054,1,3.8962,2934
14.439,33.7874,24.6683,1,16.5198,2935
43.6822,93.6826,17.9429,1,34.0925,2936
8.0295,5.3706,7.2342,1,37.2461,2937
55.4975,69.8285,9.971,1,28.0539,2938
55.7029,51.9283,63.5389,1,2.5013,2939
94.4899,80.2312,4.1081,1,14.0163,2940
32.4944,32.7917,33.0662,1,6.6505,2941
17.4879,16.3835,55.4561,1,12.3887,2942
67.8708,3.565,31.6104,1,25.3917,2943
71.7085,54.4985,0.8591,1,4.93,2944
64.3701,12.6626,54.9926,1,19.5187,2945
66.3888,28.6315,74.7258,1,16.588,2946
95.2202,38.0532,2.6091,1,4.1888,2947
27.3941,52.8094,25.4468,1,5.5367,2948
87.1091,28.6564,11.4652,1,6.9447,2949
74.3084,68.9766,16.7401,1,5.9554,2950
27.4066,31.6411,89.5175,1,26.7547,2951
24.5725,97.5231,28.0853,1,6.9285,2952
19.3221,47.7411,4.061,1,15.1596,2953
72.2417,10.9939,29.2705,1,6.0783,2954
99.4541,55.9376,76.4414,1,8.2454,2955
49.2207,60.6876,33.0307,1,14.105,2956
24.2051,84.1874,74.3424,1,11.0162,2957
48.1512,76.5204,51.9564,1,21.5216,2958
59.2451,62.9425,23.8289,1,24.1579,2959
33.5649,81.0628,93.424,1,15.2247,2960
68.9726,85.8408,5.3889,1,19.5434,2961
76.9907,33.1351,1.5646,1,-4.5045,2962
49.468,53.4419,90.4218,1,-0.5604,2963
29.5181,86.5409,1.6879,1,15.3618,2964
55.4391,60.4066,89.8869,1,17.9716,2965
2.5269,85.3997,4.2795,1,9.9327,2966
32.9177,89.4073,62.6864,1,-4.7985,2967
40.9777,25.9131,2.8448,1,10.6707,2968
77.9725,48.4573,28.065,1,-0.7251,2969
40.6117,50.1812,54.3331,1,14.6559,2970
31.1816,47.4272,35.7271,1,15.2998,2971
65.6743,34.9254,93.7915,1,6.7831,2972
11.7411,2.6288,15.141,1,-13.7043,2973
99.8242,72.9735,38.8129,1,4.6487,2974
62.6051,44.8232,2.6455,1,4.9128,2975
62.7559,2.3537,73.3875,1,9.8165,2976
53.2274,30.623,41.718,1,24.9908,2977
80.8826,27.7643,76.8864,1,14.8003,2978
84.1268,33.61,60.1498,1,28.8597,2979
22.6629,57.0918,1.2879,1,1.9538,2980
96.7448,78.8881,55.7979,1,-4.0645,2981
73.449,54.9766,78.4538,1,6.1332,2982
71.5424,55.5258,67.1504,1,25.9851,2983
21.6903,39.9166,82.4932,1,0.5745,2984
78.0993,70.7186,22.8514,1,31.8032,2985
50.5722,22.5559,24.2497,1,-10.4029,2986
83.28,72.716,12.1433,1,-2.8292,2987
51.4768,53.559,62.8546,1,5.9479,2988
49.1329,28.9424,68.245,1,12.8497,2989
69.0221,75.4949,95.3632,1,1.2148,2990
46.2259,33.1247,91.4163,1,7.5943,2991
14.4751,59.5755,30.374,1,-13.1286,2992
17.1017,73.6895,19.9976,1,2.1949,2993
77.6563,15.155,61.1731,1,14.3206,2994
1.328,59.8263,2.8879,1,22.5096,2995
76.9442,23.8399,83.9036,1,10.5771,2996
9.3378,2.8083,16.4831,1,1.8344,2997
28.7643,67.3537,42.3131,1,18.7711,2998
1.0623,79.191,8.9512,1,7.6115,2999
76.3785,82.0191,80.1873,1,15.2594,3000
96.731,12.2436,91.8921,1,8.1577,3001
97.7203,11.3231,10.5327,1,5.281,3002
67.1868,24.1896,11.1508,1,28.758,3003
19.0707,31.1698,61.8557,1,1.1353,3004
56.4613,87.0379,57.7759,1,-6.9216,3005
18.6682,1.5805,33.1642,1,-5.3074,3006
92.5977,66.616,46.2114,1,20.1152,3007
3.4301,19.4191,21.2035,1,14.4325,3008
47.6575,77.8102,11.454,1,7.0023,3009
68.4617,1.2292,94.1432,1,-1.5558,3010
9.2529,39.617,14.0745,1,6.4775,3011
24.5531,11.9424,81.7211,1,2.463,3012
20.6756,26.0013,79.9702,1,-1.8994,3013
78.3924,87.495,53.4283,1,19.7643,3014
22.3805,81.7792,58.9624,1,4.5708,3015
62.2674,59.8766,35.8974,1,7.9473,3016
74.1617,45.1452,23.2308,1,1.098,3017
82.215,33.7482,76.9812,1,-9.9737,3018
79.8243,1.4543,15.1077,1,-1.0478,3019
36.2351,28.3834,54.6472,1,20.734,3020
10.5557,85.1385,94.8403,1,9.6446,3021
60.7622,74.9453,75.7672,1,-2.395,3022
41.8653,13.4993,24.5908,1,22.2093,3023
77.5133,13.1868,71.8247,1,11.6027,3024
43.2721,51.7183,27.1531,1,31.9227,3025
87.3443,47.4404,5.0022,1,16.8041,3026
56.5158,40.1579,53.6546,1,7.0303,3027
86.9096,7.7109,20.1646,1,11.4687,3028
74.0414,57.1087,69.1537,1,8.0919,3029
66.0914,66.9854,81.605,1,20.8069,3030
88.2313,91.9191,79.2517,1,5.7658,3031
89.3567,9.136,39.6936,1,16.7793,3032
50.7574,47.5776,57.0849,1,13.5,3033
12.2024,26.1737,98.6514,1,8.2087,3034
60.0809,78.2375,77.6784,1,-7.4347,3035
57.088,55.0832,4.2608,1,3.7119,3036
32.8733,51.6352,17.5056,1,36.625,3037
22.9377,54.2952,54.5291,1,20.2102,3038
80.0891,99.1015,48.6403,1,13.6878,3039
19.9769,8.9928,12.0773,1,12.6786,3040
89.4668,98.1168,14.6071,1,-6.3949,3041
80.547,13.2633,60.5056,1,13.0588,3042
26.0341,97.8149,68.7864,1,16.0449,3043
4.1613,3.841,27.9119,1,25.2373,3044
72.7394,99.5314,45.4592,1,-3.4318,3045
73.5307,21.3993,83.4739,1,-3.0859,3046
60.0983,7.2598,58.5195,1,11.1727,3047
20.683,14.8314,27.4581,1,20.4672,3048
10.6929,14.3974,97.1559,1,34.6964,3049
69.2513,54.9325,11.2287,1,-19.2845,3050
79.2148,20.6293,36.3169,1,13.913,3051
25.7191,61.9528,14.8931,1,19.2934,3052
86.2054,94.2464,67.5043,1,9.4385,3053
59.9223,88.2419,71.8467,1,18.7841,3054
61.3547,85.7899,79.2329,1,8.0414,3055
49.8577,84.3872,39.3075,1,3.8585,3056
6.5366,8.9384,70.1653,1,8.8345,3057
23.811,83.1804,79.5034,1,2.7715,3058
18.9728,46.2372,18.9802,1,12.5956,3059
1.2594,96.6989,16.3755,1,29.3112,3060
55.8698,43.0386,36.1534,1,24.0923,3061
40.9744,81.406,32.3666,1,5.3766,3062
33.591,85.5951,42.4856,1,3.2735,3063
34.0536,86.147,50.7683,1,18.2265,3064
54.1602,61.601,54.2626,1,6.3631,3065
12.3148,7.6395,27.5791,1,11.9756,3066
45.4163,13.719,96.0139,1,-0.3117,3067
30.4954,54.791,72.5237,1,5.1897,3068
9.4359,66.2017,98.8482,1,12.6276,3069
32.3261,63.4549,65.9943,1,16.9763,3070
97.7864,90.4341,56.821,1,14.3566,3071
64.3112,54.648,47.0647,1,-1.5049,3072
13.003,82.7674,10.8433,1,6.0352,3073
78.0043,89.1536,32.4739,1,12.4795,3074
83.3739,28.6877,90.973,1,2.9104,3075
1.6185,73.2482,3.2411,1,-8.4801,3076
37.043,24.2872,15.375,1,-6.1439,3077
77.0234,96.8162,27.5882,1,13.2798,3078
5.2768,2.507,29.7869,1,29.6323,3079
7.8386,43.1157,97.6588,1,33.0644,3080
83.9751,32.8344,20.2296,1,8.6507,3081
28.0101,75.0084,63.7751,1,24.2638,3082
17.5846,58.6517,16.6287,1,13.2181,3083
32.5031,40.0604,30.638,1,2.8302,3084
10.6424,46.8348,13.1434,1,-2.1232,3085
87.8969,64.3988,6.6264,1,12.3424,3086
6.0958,89.0931,31.8442,1,-8.5583,3087
18.3589,93.8487,72.6017,1,-8.5061,3088
32.7657,67.6595,45.1626,1,5.3714,3089
96.1804,96.4351,29.2719,1,16.8713,3090
15.3002,52.9578,72.994,1,15.8901,3091
44.9942,16.8569,59.5503,1,10.3097,3092
71.9178,73.2002,92.0147,1,23.421,3093
40.3219,56.5418,91.0479,1,6.265,3094
64.2092,92.6448,70.0114,1,10.5434,3095
84.4792,79.9799,87.9206,1,-1.0771,3096
68.141,6.2611,57.2296,1,6.6067,3097
11.5889,74.835,0.0941,1,15.9715,3098
49.3454,7.2049,42.8044,1,23.2601,3099
51.4992,17.3441,35.6587,1,5.8839,3100
90.4898,88.5298,68.6128,1,-1.7381,3101
88.6781,78.9112,72.4278,1,27.6151,3102
74.7753,27.0623,84.9715,1,14.5318,3103
43.9998,2.4931,93.3001,1,17.0355,3104
40.9245,59.1643,62.1225,1,16.4255,3105
72.7752,50.8014,94.2925,1,7.0994,3106
7.1467,9.3356,32.6049,1,18.8912,3107
13.4146,26.6061,33.5337,1,7.5855,3108
32.3344,13.5449,7.8386,1,6.7003,3109
67.0626,52.5373,48.6777,1,17.9357,3110
36.0538,58.0273,87.0403,1,14.0109,3111
97.3046,95.7048,69.9679,1,0.7356,3112
10.3255,89.7602,69.607,1,5.3287,3113
1.7837,77.8864,36.3053,1,26.5315,3114
32.8958,55.7515,90.4631,1,2.8479,3115
45.7422,36.8063,78.8429,1,9.6228,3116
2.582,11.506,93.3197,1,-20.6014,3117
62.7347,9.1181,91.1481,1,-2.381,3118
22.8562,72.863,39.5589,1,22.7279,3119
57.7998,81.0174,75.4123,1,-4.0244,3120
64.5608,98.6212,70.9006,1,21.0767,3121
82.9535,86.4619,97.1123,1,-3.4961,3122
64.6581,31.9629,4.2851,1,9.2507,3123
77.217,14.8957,26.8895,1,27.8748,3124
14.5841,53.382,4.763,1,13.4232,3125
98.7855,12.7237,75.8519,1,17.2772,3126
80.2284,1.3022,75.4655,1,6.3567,3127
57.0679,58.8279,79.192,1,7.9965,3128
53.6541,36.8645,98.4646,1,8.8954,3129
82.5757,99.9737,81.1474,1,3.589,3130
46.2548,37.3573,90.9021,1,27.7881,3131
67.0111,47.0674,43.3614,1,-0.4407,3132
84.6116,49.3028,44.5569,1,16.7852,3133
40.3584,95.065,13.9265,1,-7.3521,3134
39.1313,43.0208,38.9127,1,26.4443,3135
80.5363,20.4189,59.5177,1,13.7202,3136
30.2324,93.1184,33.9353,1,23.4858,3137
14.7001,97.0341,56.3827,1,-14.4174,3138
42.1566,6.6761,18.4769,1,-4.8242,3139
3.5698,97.4648,1.1463,1,15.3298,3140
6.1381,1.0183,36.9984,1,9.7523,3141
78.7251,82.5613,10.1238,1,31.9173,3142
93.4271,32.319,66.8588,1,1.6927,3143
14.4168,99.6762,59.0359,1,13.2857,3144
30.4597,77.4771,76.9577,1,9.0398,3145
73.1563,32.8359,46.0847,1,17.7369,3146
9.0677,45.2216,55.4615,1,15.8012,3147
93.587,34.0004,4.5553,1,6.3621,3148
90.9346,58.6167,3.2392,1,28.8243,3149
19.9288,79.0717,12.6568,1,18.5567,3150
8.0444,6.0222,57.2866,1,-2.2441,3151
41.6775,46.335,44.2777,1,12.0888,3152
39.8883,99.4298,68.6575,1,-4.1159,3153
32.7992,30.2901,44.0141,1,-4.5589,3154
5.4323,85.4951,95.0482,1,2.488,3155
22.8276,61.3409,21.288,1,18.5283,3156
93.5713,29.8255,3.9832,1,11.9653,3157
49.1274,52.0294,16.3286,1,1.185,3158
92.5513,22.908,53.7979,1,-12.008,3159
26.215,35.4186,18.7796,1,26.4904,3160
70.9981,84.4167,8.1758,1,-6.7335,3161
74.6245,61.513,13.0135,1,1.5581,3162
13.0596,78.3844,38.9703,1,-13.3269,3163
92.2331,6.0538,48.4668,1,21.1062,3164
13.5096,68.1696,41.9692,1,23.5713,3165
57.0684,88.9579,32.4659,1,9.5831,3166
24.976,76.3815,81.7286,1,8.6942,3167
87.6119,71.4397,30.7525,1,7.5518,3168
93.4059,9.4485,2.2048,1,15.4608,3169
25.9627,88.8342,52.2093,1,-8.2182,3170
66.869,25.1984,7.2286,1,11.1994,3171
64.7899,98.8696,52.5917,1,17.7495,3172
39.2142,52.5349,10.2217,1,6.7138,3173
64.0904,64.4003,13.4693,1,-4.2748,3174
91.6108,44.1905,33.9644,1,4.8645,3175
89.3584,7.7006,56.0991,1,17.109,3176
25.8599,10.1415,53.0208,1,1.3432,3177
36.298,91.9086,54.8431,1,6.6703,3178
80.216,69.4264,66.5846,1,25.2385,3179
45.5499,46.7491,78.9213,1,3.6087,3180
84.6022,79.4852,76.5,1,3.2419,3181
6.0775,18.4546,14.1435,1,21.892,3182
97.2476,6.0258,68.9302,1,16.3873,3183
21.6666,64.9917,75.684,1,-1.7007,3184
30.5818,29.7645,91.7247,1,1.8727,3185
17.286,10.0778,26.131,1,10.5179,3186
3.3739,25.6808,74.0674,1,24.0569,3187
2.9039,73.4403,98.2527,1,28.8829,3188
3.5143,10.7248,44.1153,1,26.0672,3189
26.6985,38.7288,16.2604,1,14.4345,3190
74.2894,80.1979,27.6042,1,6.3745,3191
99.9046,82.3932,80.1358,1,8.4982,3192
84.2624,26.0207,48.5322,1,6.8037,3193
40.5155,32.4418,71.1778,1,6.2144,3194
38.945,80.9397,63.3732,1,20.911,3195
51.8925,6.1633,5.8866,1,12.8465,3196
80.2733,26.2448,83.4934,1,4.9047,3197
75.0746,77.7291,91.2439,1,31.0213,3198
52.4973,76.9558,2.2195,1,1.7281,3199
63.3123,3.0841,39.6195,1,-1.2378,3200
54.4165,15.7618,21.0942,1,13.2966,3201
70.8753,23.334,36.5268,1,7.4159,3202
29.2579,84.0942,89.8159,1,7.3592,3203
17.9216,85.1091,74.7979,1,9.9592,3204
60.2167,50.426,35.9869,1,-1.5853,3205
50.227,6.5034,66.4647,1,10.008,3206
26.3035,15.6868,17.1515,1,11.071,3207
99.5919,40.4076,12.2096,1,23.855,3208
37.3233,64.0244,17.3557,1,2.1322,3209
37.2998,71.0439,97.0556,1,4.9174,3210
79.0187,18.943,94.8683,1,3.4255,3211
17.7815,78.3609,88.7197,1,27.2081,3212
1.142,20.8032,91.6886,1,19.6701,3213
95.6296,64.4277,10.6321,1,15.4497,3214
65.2433,56.3531,42.77,1,7.9231,3215
19.4813,71.9315,55.3399,1,-4.4449,3216
20.9633,61.3808,45.3739,1,3.2794,3217
66.2989,77.1486,38.2955,1,16.5249,3218
18.8472,98.6366,87.3118,1,8.1905,3219
63.5406,83.7672,17.4195,1,14.2218,3220
67.8533,36.5178,3.7258,1,5.1218,3221
79.3257,23.7115,17.7714,1,0.6434,3222
34.6643,75.7856,87.9301,1,-2.3235,3223
17.9245,16.1556,2.4786,1,3.8531,3224
23.0135,77.764,86.444,1,11.7224,3225
39.499,80.9302,57.936,1,15.0883,3226
78.2123,7.0367,25.5871,1,21.1083,3227
97.8838,44.5601,9.4879,1,11.7097,3228
6.9181,86.2292,7.856,1,14.7999,3229
22.8974,45.3767,7.1509,1,9.7918,3230
76.1225,74.8437,27.8413,1,23.2451,3231
69.1016,38.8415,0.5258,1,30.103,3232
21.4656,48.7129,52.5266,1,5.516,3233
19.6858,15.0392,63.1543,1,33.1048,3234
31.1765,91.3258,85.1338,1,-1.3174,3235
29.9865,52.523,35.9468,1,12.5152,3236
98.3023,53.2389,11.9687,1,-0.048,3237
50.4272,29.1174,52.2649,1,12.6892,3238
64.9844,82.3036,30.5742,1,7.183,3239
79.5354,19.0383,57.3047,1,1.3416,3240
22.4549,91.9636,41.9475,1,7.2552,3241
68.4573,52.429,22.1336,1,8.8686,3242
42.0706,19.8049,37.8978,1,5.5157,3243
50.4881,80.9234,20.2226,1,7.4003,3244
84.4886,41.829,67.0567,1,-9.776,3245
76.4034,78.6557,80.4795,1,18.3645,3246
31.8329,32.612,82.2643,1,0.1377,3247
28.3846,24.6003,66.1896,1,11.4741,3248
70.0217,60.3742,15.8063,1,-1.0386,3249
89.2109,18.1227,87.0699,1,1.8078,3250
32.6264,53.8729,38.418,1,0.6026,3251
2.6232,8.8953,80.5346,1,4.1207,3252
65.2714,27.42,73.3387,1,24.0798,3253
91.6891,55.4494,50.4931,1,-5.6151,3254
29.6409,72.3027,43.5204,1,-1.3426,3255
45.7842,92.3336,3.6446,1,1.9746,3256
12.2434,68.8401,36.2192,1,7.6853,3257
32.2869,46.5203,15.2706,1,24.0012,3258
97.0885,19.9938,54.1749,1,-6.987,3259
24.9363,53.7618,43.1123,1,14.162,3260
22.514,45.6853,23.7917,1,5.8347,3261
52.6825,67.0586,74.3775,1,16.8822,3262
76.0114,18.2417,99.6877,1,13.0827,3263
35.6064,75.2961,40.6365,1,8.4369,3264
68.5721,28.0118,89.2983,1,14.6916,3265
43.7882,86.3634,19.2669,1,-0.253,3266
55.9037,56.6382,64.1609,1,13.6664,3267
27.8839,43.7254,58.0544,1,15.8163,3268
47.2646,75.9696,97.5114,1,4.0337,3269
40.6495,61.5619,39.4394,1,-1.2115,3270
71.7774,26.3623,33.3018,1,2.8188,3271
64.0678,88.1702,86.1855,1,-1.0389,3272
82.5067,34.4131,55.483,1,-1.9593,3273
40.043,77.0737,70.5203,1,17.1459,3274
70.9342,92.7324,72.8921,1,1.4748,3275
6.5376,49.5312,71.9128,1,8.6341,3276
99.4838,1.7675,53.2645,1,14.4123,3277
40.1225,60.2494,70.0787,1,8.2891,3278
36.9927,40.1959,50.8371,1,19.1445,3279
18.5797,66.9009,66.3088,1,12.5172,3280
26.9816,0.5004,79.8714,1,36.8073,3281
0.3639,87.2687,52.7953,1,15.5102,3282
19.7748,24.5222,94.765,1,17.3081,3283
52.8846,34.7333,28.5745,1,16.1818,3284
38.1085,46.4479,31.7927,1,20.9942,3285
87.8047,91.7245,66.3032,1,21.3661,3286
62.6486,71.8644,0.3278,1,5.353,3287
78.8696,18.547,12.2383,1,23.42,3288
60.4193,52.4207,53.7828,1,-8.8545,3289
11.1677,23.6917,59.0286,1,12.3017,3290
82.608,57.3003,38.5354,1,4.6241,3291
